abbé	abb @@é
prejtu	prejt @@u
prejudikovat	pre @@ju @@dik @@ova @@t
preliminovat	pre @@limin @@ova @@t
preludovat	pre @@lud @@ova @@t
premiér	prem @@iér
premiérova	prem @@iér @@ov @@a
premovat	prem @@ova @@t
preparovat	prepar @@ova @@t
prestiži	prestiž @@i
presto	presto
pretexty	pre @@text @@y
prevenci	pre @@venc @@i
prevencí	pre @@venc @@í
preventivními	pre @@vent @@iv @@n @@ími
prevít	prevít
prezentací	prezent @@ac @@í
prezentují	prezent @@uj @@í
prezidentem	prezid @@ent @@em
prezidentovi	prezid @@ent @@ovi
prezzolini	prezzolini
pribiševičův	pribišev @@ič @@ův
primary	primary
primus	prim @@us
primář	prim @@ář
princ	princ
princezka	princ @@ez @@k @@a
princezna	princ @@ez @@n @@a
princeznino	princ @@ez @@n @@in @@o
princezničko	princezn @@ičk @@o
princezno	princ @@ez @@n @@o
princeznou	princ @@ez @@n @@ou
princeznu	princ @@ez @@n @@u
princip	princip
principech	princip @@ech
principem	princip @@em
principu	princip @@u
principy	princip @@y
princmetálovou	princ @@metál @@ov @@ou
princátko	princ @@át @@k @@o
princátky	princ @@át @@k @@y
priori	priori
prioritní	prior @@it @@n @@í
prioritních	prior @@it @@n @@ích
prioritou	prior @@it @@ou
privatizace	privat @@iz @@ac @@e
privatizací	privat @@iz @@ac @@í
privatizovat	privat @@iz @@ova @@t
privilegovat	privi @@leg @@ova @@t
privátně	priv @@át @@n @@ě
prkno	prkn @@o
pro	pro
probdít	pro @@bd @@í @@t
probdět	pro @@bd @@ě @@t
probendit	pro @@bend @@i @@t
problematické	problem @@at @@ic @@k @@é
problematického	problem @@at @@ic @@k @@ého
problematika	problem @@at @@ik @@a
problematiku	problem @@at @@ik @@u
problematiky	problem @@at @@ik @@y
problematičnost	problem @@at @@ič @@n @@ost
problesknout	pro @@blesk @@nou @@t
probleskovat	pro @@blesk @@ova @@t
probleskávat	pro @@blesk @@á @@v @@a @@t
problém	problém
problémech	problém @@ech
problémem	problém @@em
problémový	problém @@ov @@ý
problému	problém @@u
problémy	problém @@y
problémů	problém @@ů
problémům	problém @@ům
problýskat	pro @@blýsk @@a @@t
problýsknout	pro @@blýsk @@nou @@t
probodat	pro @@bod @@a @@t
probodnout	pro @@bod @@nou @@t
probodávat	pro @@bod @@á @@v @@a @@t
probojovat	pro @@boj @@ova @@t
probojovávat	pro @@boj @@ová @@v @@a @@t
probouzet	pro @@bouz @@e @@t
probořit	pro @@boř @@i @@t
probrat	pro @@br @@a @@t
probudila	pro @@bud @@i @@l @@a
probudili	pro @@bud @@i @@l @@i
probudit	pro @@bud @@i @@t
probudí	pro @@bud @@í
probíhat	pro @@bíh @@a @@t
probíhá	pro @@bíh @@á
probíjet	pro @@bíj @@e @@t
probírat	pro @@bír @@a @@t
probít	pro @@bí @@t
probědovat	pro @@běd @@ova @@t
proběhl	pro @@běh @@l
proběhla	pro @@běh @@l @@a
proběhne	pro @@běh @@ne
proběhnout	pro @@běh @@nou @@t
proběhám	pro @@běh @@á @@m
probělet	pro @@běl @@e @@t
probělit	pro @@běl @@i @@t
probělávat	pro @@běl @@á @@v @@a @@t
procedit	pro @@ced @@i @@t
proceduru	proced @@ur @@u
procedury	proced @@ur @@y
procent	procent
procenta	procent @@a
procento	procent @@o
procenty	procent @@y
proces	proces
procesem	proces @@em
procesy	proces @@y
procesů	proces @@ů
procezovat	pro @@cez @@ova @@t
prochladnout	pro @@chlad @@nou @@t
prochlastat	pro @@chlast @@a @@t
prochodit	pro @@chod @@i @@t
prochozený	pro @@choz @@en @@ý
prochvít	pro @@chví @@t
prochvívat	pro @@chví @@v @@a @@t
prochvět	pro @@chvě @@t
procházet	pro @@cház @@e @@t
procházka	pro @@cház @@k @@a
procházku	pro @@cház @@k @@u
procitat	pro @@cit @@a @@t
procitl	pro @@cit @@l
procitli	pro @@cit @@l @@i
procitlo	pro @@cit @@l @@o
procitnout	pro @@cit @@nou @@t
procivět	pro @@civ @@ě @@t
proclít	pro @@cl @@í @@t
procourat	pro @@cour @@a @@t
procvakat	pro @@cvak @@a @@t
procvaknout	pro @@cvak @@nou @@t
procvakávat	pro @@cvak @@á @@v @@a @@t
procvikaný	pro @@cvik @@a @@n @@ý
procvikat	pro @@cvik @@a @@t
procviknout	pro @@cvik @@nou @@t
procvikávat	pro @@cvik @@á @@v @@a @@t
procvičit	pro @@cvič @@i @@t
procvičovat	pro @@cvič @@ova @@t
procákův	procák @@ův
procítit	pro @@cít @@i @@t
prodala	pro @@d @@a @@l @@a
prodaly	pro @@d @@a @@l @@y
prodaných	pro @@d @@a @@n @@ých
prodavačů	pro @@d @@a @@v @@a @@č @@ů
prodej	pro @@d @@e @@j
prodejci	pro @@d @@ej @@c @@i
prodejců	pro @@d @@ej @@c @@ů
prodeje	pro @@d @@ej @@e
prodejem	pro @@d @@ej @@em
prodeji	pro @@d @@ej @@i
prodejnosti	pro @@d @@ej @@n @@ost @@i
prodejny	pro @@d @@ej @@n @@y
prodejní	pro @@d @@ej @@n @@í
prodejích	pro @@d @@ej @@ích
prodlet	pro @@dl @@e @@t
prodloužená	pro @@dlouž @@en @@á
prodloužený	pro @@dlouž @@en @@ý
prodloužit	pro @@dlouž @@i @@t
prodlužit	pro @@dluž @@i @@t
prodlužovat	pro @@dluž @@ova @@t
prodrat	pro @@dr @@a @@t
producentů	pro @@duc @@ent @@ů
produkce	pro @@duk @@c @@e
produkovat	pro @@duk @@ova @@t
produkt	pro @@dukt
produktivitou	pro @@dukt @@iv @@it @@ou
produktivity	pro @@dukt @@iv @@it @@y
produktivnější	pro @@dukt @@iv @@n @@ějš @@í
produkční	pro @@duk @@č @@n @@í
produševňovat	pro @@duš @@ev @@ň @@ova @@t
prodá	pro @@d @@á
prodáme	pro @@d @@á @@me
prodáno	pro @@d @@á @@n @@o
prodány	pro @@d @@á @@n @@y
prodávají	pro @@d @@á @@v @@aj @@í
prodávající	pro @@d @@á @@v @@aj @@íc @@í
prodávajícího	pro @@d @@á @@v @@aj @@íc @@ího
prodávala	pro @@d @@á @@v @@a @@l @@a
prodávaném	pro @@d @@á @@v @@a @@n @@ém
prodávat	pro @@d @@á @@v @@a @@t
prodává	pro @@d @@á @@v @@á
prodávám	pro @@d @@á @@v @@á @@m
prodáváte	pro @@d @@á @@v @@á @@te
prodíral	pro @@dír @@a @@l
prodírat	pro @@dír @@a @@t
prodělávat	pro @@děl @@á @@v @@a @@t
prodělávám	pro @@děl @@á @@v @@á @@m
proděravit	pro @@děr @@av @@i @@t
proděravovat	pro @@děr @@av @@ova @@t
proděravět	pro @@děr @@av @@ě @@t
prodřít	pro @@dř @@í @@t
profanovat	profan @@ova @@t
profese	pro @@fes @@e
profesionalitu	pro @@fes @@ional @@it @@u
profesionální	pro @@fes @@ion @@ál @@n @@í
profesionálně	pro @@fes @@ionál @@n @@ě
profesionálů	pro @@fes @@ionál @@ů
profesor	pro @@fes @@or
profilovat	profil @@ova @@t
profiltrovat	pro @@filtr @@ova @@t
profinancovávání	pro @@financ @@ová @@v @@á @@n @@í
profit	pro @@fit
profitu	pro @@fit @@u
proflákat	pro @@flák @@a @@t
profláknout	pro @@flák @@nou @@t
proflámovat	pro @@flám @@ova @@t
profoukat	pro @@fouk @@a @@t
profouknout	pro @@fouk @@nou @@t
profoukávat	pro @@fouk @@á @@v @@a @@t
profukovat	pro @@fuk @@ova @@t
program	pro @@gram
programem	program @@em
programovatelným	program @@ova @@teln @@ým
programy	program @@y
programů	program @@ů
prohazovat	pro @@haz @@ova @@t
prohlašovat	pro @@hlaš @@ova @@t
prohlašuji	pro @@hlaš @@uj @@i
prohledal	pro @@hled @@a @@l
prohledali	pro @@hled @@a @@l @@i
prohledat	pro @@hled @@a @@t
prohloubil	pro @@hloub @@i @@l
prohloubitelný	pro @@hloub @@i @@teln @@ý
prohloupit	pro @@hloup @@i @@t
prohlubovat	pro @@hlub @@ova @@t
prohlubuje	pro @@hlub @@uje
prohlásil	pro @@hlás @@i @@l
prohlásila	pro @@hlás @@i @@l @@a
prohlásili	pro @@hlás @@i @@l @@i
prohlásit	pro @@hlás @@i @@t
prohlášený	pro @@hláš @@en @@ý
prohlédat	pro @@hléd @@a @@t
prohlédlo	pro @@hléd @@l @@o
prohlédnout	pro @@hléd @@nou @@t
prohlídat	pro @@hlíd @@a @@t
prohlídka	pro @@hlíd @@k @@a
prohlídkami	pro @@hlíd @@k @@ami
prohlídku	pro @@hlíd @@k @@u
prohlídnout	pro @@hlíd @@nou @@t
prohmatávat	pro @@hmat @@á @@v @@a @@t
prohmátnout	pro @@hmát @@nou @@t
prohnaného	pro @@hn @@a @@n @@ého
prohnout	pro @@h @@nou @@t
prohnula	pro @@h @@nu @@l @@a
prohnít	pro @@hní @@t
prohnívat	pro @@hní @@v @@a @@t
prohodit	pro @@hod @@i @@t
prohospodařit	pro @@hospod @@ař @@i @@t
prohořet	pro @@hoř @@e @@t
prohrabovat	pro @@hrab @@ova @@t
prohrabávat	pro @@hrab @@á @@v @@a @@t
prohryzat	pro @@hryz @@a @@t
prohryznout	pro @@hryz @@nou @@t
prohrál	pro @@hrá @@l
prohrával	pro @@hrá @@v @@a @@l
prohádat	pro @@hád @@a @@t
prohánějí	pro @@hán @@ě @@j @@í
prohánět	pro @@hán @@ě @@t
proházet	pro @@ház @@e @@t
prohýbat	pro @@hýb @@a @@t
prohýřit	pro @@hýř @@i @@t
prohřešit	pro @@hřeš @@i @@t
prohřešovat	pro @@hřeš @@ova @@t
prohřát	pro @@hřá @@t
projede	pro @@jed @@e
projednají	pro @@jedn @@aj @@í
projednat	pro @@jedn @@a @@t
projednávala	pro @@jedn @@á @@v @@a @@l @@a
projednávat	pro @@jedn @@á @@v @@a @@t
projekce	pro @@jekc @@e
projekt	pro @@jekt
projekta	pro @@jekt @@a
projektant	pro @@jekt @@ant
projektovat	pro @@jekt @@ova @@t
projektován	pro @@jekt @@ová @@n
projekty	pro @@jekt @@y
projet	pro @@je @@t
projevit	pro @@jev @@i @@t
projevovaly	pro @@jev @@ova @@l @@y
projevovat	pro @@jev @@ova @@t
projevuje	pro @@jev @@uje
projevy	pro @@jev @@y
projezdit	pro @@jezd @@i @@t
proježíšekrista	pro @@ježíš @@e @@krist @@a
projmout	pro @@j @@mou @@t
projídat	pro @@jíd @@a @@t
projímat	pro @@jím @@a @@t
projísti	pro @@jíst @@i
projít	pro @@jí @@t
projíždí	pro @@jížd @@í
projíždět	pro @@jížd @@ě @@t
prokarbanit	pro @@karban @@i @@t
prokazatelně	pro @@kaz @@a @@teln @@ě
prokazovat	pro @@kaz @@ova @@t
proklamovat	pro @@klam @@ova @@t
proklel	pro @@kle @@l
proklepat	pro @@klep @@a @@t
proklestit	pro @@klest @@i @@t
proklesťovanost	pro @@klesť @@ova @@n @@ost
proklesťovat	pro @@klesť @@ova @@t
proklešťovat	pro @@klešť @@ova @@t
proklouzl	pro @@klouz @@l
proklouznout	pro @@klouz @@nou @@t
proklovat	pro @@klov @@a @@t
proklubat	pro @@klub @@a @@t
prokluzovat	pro @@kluz @@ova @@t
prokluzovatelný	pro @@kluz @@ova @@teln @@ý
prokládat	pro @@klád @@a @@t
proklásti	pro @@klás @@ti
proklát	pro @@kl @@á @@t
proklímat	pro @@klím @@a @@t
proklímávání	pro @@klím @@á @@v @@á @@n @@í
proklít	pro @@klí @@t
prokmitnout	pro @@kmit @@nou @@t
prokopat	pro @@kop @@a @@t
prokopnout	pro @@kop @@nou @@t
prokopávat	pro @@kop @@á @@v @@a @@t
prokouknout	pro @@kouk @@nou @@t
prokousat	pro @@kous @@a @@t
prokousnout	pro @@kous @@nou @@t
prokousávat	pro @@kous @@á @@v @@a @@t
prokoučovat	pro @@kouč @@ova @@t
prokouřit	pro @@kouř @@i @@t
prokremelskost	pro @@kremel @@sk @@ost
prokrindapána	pro @@krind @@a @@pán @@a
prokristapána	pro @@krist @@a @@pán @@a
prokristáčka	pro @@krist @@áčk @@a
prokrmit	pro @@krm @@i @@t
prokrvit	pro @@krv @@i @@t
prokusovat	pro @@kus @@ova @@t
prokvésti	pro @@kvés @@ti
prokvétat	pro @@kvét @@a @@t
prokádrovat	pro @@kádr @@ova @@t
prokázali	pro @@káz @@a @@l @@i
prokázat	pro @@káz @@a @@t
prokřehnout	pro @@křeh @@nou @@t
prokřehnutí	pro @@křeh @@nu @@t @@í
prokřičet	pro @@křič @@e @@t
prokšeftovací	pro @@kšeft @@ova @@c @@í
prolajdat	pro @@lajd @@a @@t
prolelkovat	pro @@lelk @@ova @@t
prolenošit	pro @@len @@oš @@i @@t
proletarizovat	prolet @@ar @@iz @@ova @@t
proletovat	pro @@let @@ova @@t
proletují	pro @@let @@uj @@í
proletáři	prolet @@ář @@i
proletět	pro @@let @@ě @@t
proležel	pro @@lež @@e @@l
proležet	pro @@lež @@e @@t
prolil	pro @@li @@l
prolisovat	pro @@lis @@ova @@t
prolisovatelnost	pro @@lis @@ova @@teln @@ost
prolistovat	pro @@list @@ova @@t
prolnout	pro @@l @@nou @@t
prolomit	pro @@lom @@i @@t
prolongovat	pro @@long @@ova @@t
proložit	pro @@lož @@i @@t
prolámat	pro @@lám @@a @@t
prolétat	pro @@lét @@a @@t
prolétávat	pro @@lét @@á @@v @@a @@t
prolévat	pro @@lé @@v @@a @@t
prolézat	pro @@léz @@a @@t
prolézt	pro @@léz @@t
prolínají	pro @@lín @@aj @@í
prolínat	pro @@lín @@a @@t
prolít	pro @@lí @@t
prolítat	pro @@lít @@a @@t
prolítnout	pro @@lít @@nou @@t
prolívat	pro @@lí @@v @@a @@t
promastit	pro @@mast @@i @@t
promasírovat	pro @@mas @@ír @@ova @@t
promazat	pro @@maz @@a @@t
promačkat	pro @@mačk @@a @@t
promačkávat	pro @@mačk @@á @@v @@a @@t
promařit	pro @@mař @@i @@t
promenovat	promen @@ova @@t
prometat	pro @@met @@a @@t
prometání	pro @@met @@á @@n @@í
promeškat	pro @@mešk @@a @@t
prominout	pro @@mi @@nou @@t
promiňte	pro @@mi @@ň @@te
promlouvat	pro @@mlouv @@a @@t
promlouvá	pro @@mlouv @@á
promlsat	pro @@mls @@a @@t
promluvit	pro @@mluv @@i @@t
promlčet	pro @@mlč @@e @@t
promlčovat	pro @@mlč @@ova @@t
promnout	pro @@m @@nou @@t
promodrat	pro @@modr @@a @@t
promoknout	pro @@mok @@nou @@t
promovat	promov @@a @@t
promočený	pro @@moč @@en @@ý
promočenými	pro @@moč @@en @@ými
promočit	pro @@moč @@i @@t
promrhat	pro @@mrh @@a @@t
promrznout	pro @@mrz @@nou @@t
promykat	pro @@myk @@a @@t
promyslet	pro @@mysl @@e @@t
promyšlen	pro @@myšl @@en
promyšlenými	pro @@myšl @@e @@n @@ými
promáznout	pro @@máz @@nou @@t
promáčet	pro @@máč @@e @@t
promáčknout	pro @@máčk @@nou @@t
promíchat	pro @@mích @@a @@t
promíjet	pro @@míj @@e @@t
promísit	pro @@mís @@i @@t
promítat	pro @@mít @@a @@t
promítati	pro @@mít @@a @@ti
promítnout	pro @@mít @@nou @@t
promýkat	pro @@mýk @@a @@t
promýt	pro @@mý @@t
promýtit	pro @@mýt @@i @@t
promývat	pro @@mý @@v @@a @@t
proměna	pro @@měn @@a
proměnit	pro @@měn @@i @@t
proměňovat	pro @@měň @@ova @@t
proměňuje	pro @@měň @@uje
proměřit	pro @@měř @@i @@t
pronajala	pro @@na @@j @@a @@l @@a
pronajmout	pro @@na @@j @@mou @@t
pronajímat	pro @@na @@jím @@a @@t
pronajímatelný	pro @@na @@jím @@a @@teln @@ý
pronesl	pro @@nes @@l
pronikat	pro @@nik @@a @@t
pronikavý	pro @@nik @@a @@v @@ý
proniknout	pro @@nik @@nou @@t
proniknouti	pro @@nik @@nou @@ti
proniká	pro @@nik @@á
pronásledovat	pro @@ná @@sled @@ova @@t
pronásledují	pro @@ná @@sled @@uj @@í
pronést	pro @@nés @@t
proorat	pro @@or @@a @@t
propachtovat	pro @@pacht @@ova @@t
propadat	pro @@pad @@a @@t
propadli	pro @@pad @@l @@i
propadlo	pro @@pad @@l @@o
propadlé	pro @@pad @@l @@é
propadneme	pro @@pad @@ne @@me
propadnout	pro @@pad @@nou @@t
propadnu	pro @@pad @@n @@u
propadávat	pro @@pad @@á @@v @@a @@t
propalovat	pro @@pal @@ova @@t
propařit	pro @@pař @@i @@t
propašovat	pro @@paš @@ova @@t
propichovat	pro @@pich @@ova @@t
propilovat	pro @@pil @@ova @@t
propisovat	pro @@pis @@ova @@t
proplatit	pro @@plat @@i @@t
proplavat	pro @@plav @@a @@t
proplavit	pro @@plav @@i @@t
proplout	pro @@plou @@t
proplouvat	pro @@plou @@v @@a @@t
proplácet	pro @@plác @@e @@t
propláchnout	pro @@plách @@nou @@t
proplésti	pro @@plés @@ti
proplétávat	pro @@plét @@á @@v @@a @@t
proplítat	pro @@plít @@a @@t
proplítávat	pro @@plít @@á @@v @@a @@t
proplížit	pro @@plíž @@i @@t
proplýtvat	pro @@plýtv @@a @@t
propojených	pro @@poj @@en @@ých
proponovat	pro @@pon @@ova @@t
propotit	pro @@pot @@i @@t
propouštěli	pro @@poušt @@ě @@l @@i
propouštění	pro @@poušt @@ě @@n @@í
propouštět	pro @@poušt @@ě @@t
propovídat	pro @@po @@víd @@a @@t
propovídávat	pro @@po @@víd @@á @@v @@a @@t
propočísti	pro @@po @@čís @@ti
propočítat	pro @@po @@čít @@a @@t
propočítávatelný	pro @@po @@čít @@á @@v @@a @@teln @@ý
propracovat	pro @@prac @@ova @@t
propracovávat	pro @@prac @@ová @@v @@a @@t
propsat	pro @@ps @@a @@t
propukat	pro @@puk @@a @@t
propuknou	pro @@puk @@n @@ou
propuknout	pro @@puk @@nou @@t
propustit	pro @@pust @@i @@t
propálená	pro @@pál @@en @@á
propálila	pro @@pál @@i @@l @@a
propálit	pro @@pál @@i @@t
propána	pro @@pán @@a
propánaboha	pro @@pán @@a @@boh @@a
propánajána	pro @@pán @@a @@ján @@a
propánečka	pro @@pán @@ečk @@a
propásnout	pro @@pás @@nou @@t
propéci	pro @@péc @@i
propíchat	pro @@pích @@a @@t
propíchne	pro @@pích @@ne
propíchnout	pro @@pích @@nou @@t
propíchávat	pro @@pích @@á @@v @@a @@t
propíjet	pro @@píj @@e @@t
propírat	pro @@pír @@a @@t
propít	pro @@pí @@t
propěstit	pro @@pěst @@i @@t
propěstovat	pro @@pěst @@ova @@t
propůjčovat	pro @@půjč @@ova @@t
prorazit	pro @@raz @@i @@t
prorazí	pro @@raz @@í
prorokem	pro @@rok @@em
prorokovat	pro @@rok @@ova @@t
prorvat	pro @@rv @@a @@t
prorážet	pro @@ráž @@e @@t
prorýt	pro @@rý @@t
prorývat	pro @@rý @@v @@a @@t
prorůstat	pro @@růst @@a @@t
prorůsti	pro @@růs @@ti
prosadit	pro @@sad @@i @@t
prosakovat	pro @@sak @@ova @@t
prosazovat	pro @@saz @@ova @@t
prosazování	pro @@saz @@ová @@n @@í
prosazujeme	pro @@saz @@uje @@me
prosazují	pro @@saz @@uj @@í
proschnout	pro @@sch @@nou @@t
proschvalovávatelnost	pro @@s @@chval @@ová @@v @@a @@teln @@ost
prosciutto	prosciutt @@o
prosedět	pro @@sed @@ě @@t
prosekat	pro @@sek @@a @@t
proseknout	pro @@sek @@nou @@t
prosekávat	pro @@sek @@á @@v @@a @@t
prosel	pro @@se @@l
proset	pro @@se @@t
prosil	pros @@i @@l
prosily	pros @@i @@l @@y
prosinci	prosinc @@i
prosit	pros @@i @@t
prositi	pros @@i @@ti
proskakovat	pro @@skak @@ova @@t
proskloňovat	pro @@s @@kloň @@ova @@t
proskočit	pro @@skoč @@i @@t
proskribovat	pro @@skrib @@ova @@t
proslavit	pro @@slav @@i @@t
proslechnout	pro @@slech @@nou @@t
proslout	pro @@slou @@t
proslov	pro @@sl @@ov
proslovit	pro @@slov @@i @@t
proslulost	pro @@slu @@l @@ost
proslulému	pro @@slu @@l @@ému
proslunit	pro @@slun @@i @@t
proslídit	pro @@slíd @@i @@t
prosmykovat	pro @@s @@myk @@ova @@t
prosmýkat	pro @@s @@mýk @@a @@t
prosmýčit	pro @@s @@mýč @@i @@t
prosnít	pro @@sn @@í @@t
prosolit	pro @@sol @@i @@t
prosoudit	pro @@soud @@i @@t
prosouvat	pro @@sou @@v @@a @@t
prospektech	pro @@spekt @@ech
prospektů	pro @@spekt @@ů
prospekulovat	pro @@spekul @@ova @@t
prosperitě	pro @@sper @@it @@ě
prosperovat	prosper @@ova @@t
prospívat	pro @@spí @@v @@a @@t
prospívá	pro @@spí @@v @@á
prospěch	pro @@spěch
prospěchovým	pro @@spěch @@ov @@ým
prospěchu	pro @@spěch @@u
prospět	pro @@spě @@t
prospěšná	pro @@spěš @@n @@á
prospěšné	pro @@spěš @@n @@é
prospěšný	pro @@spěš @@n @@ý
prospěšnější	pro @@spěš @@n @@ěj @@š @@í
prostatu	prostat @@u
prostavět	pro @@stav @@ě @@t
prostituovat	prostitu @@ova @@t
prostohovaně	pro @@stoh @@ova @@n @@ě
prostonat	pro @@ston @@a @@t
prostopášníků	prost @@o @@páš @@n @@ík @@ů
prostor	pro @@stor
prostorově	pro @@stor @@ov @@ě
prostoru	pro @@stor @@u
prostory	prostor @@y
prostorů	prostor @@ů
prostota	prost @@ot @@a
prostou	prost @@ou
prostoupeno	pro @@stoup @@en @@o
prostoupit	pro @@stoup @@i @@t
prostrkat	pro @@strk @@a @@t
prostrkovat	pro @@strk @@ova @@t
prostrkávat	pro @@strk @@á @@v @@a @@t
prostrčit	pro @@strč @@i @@t
prostudovat	pro @@stud @@ova @@t
prostudování	pro @@stud @@ová @@n @@í
prostupovat	pro @@stup @@ova @@t
prostupují	pro @@stup @@uj @@í
prostydnout	pro @@styd @@nou @@t
prostát	prost @@á @@t
prosté	prost @@é
prostírat	pro @@stír @@a @@t
prostý	prost @@ý
prostě	prost @@ě
prostěhovat	pro @@stěh @@ova @@t
prostějova	prostěj @@ov @@a
prostředek	pro @@střed @@ek
prostředkem	pro @@střed @@k @@em
prostředkovat	pro @@střed @@k @@ova @@t
prostředky	pro @@střed @@k @@y
prostředků	pro @@střed @@k @@ů
prostřednictvím	pro @@střed @@nic @@tv @@ím
prostřednost	pro @@střed @@n @@ost
prostředí	pro @@střed @@í
prostřelit	pro @@střel @@i @@t
prostřelovat	pro @@střel @@ova @@t
prostřeny	pro @@stř @@e @@n @@y
prostřené	pro @@stř @@e @@n @@é
prostřihnout	pro @@střih @@nou @@t
prostřihovat	pro @@střih @@ova @@t
prostřihávat	pro @@střih @@á @@v @@a @@t
prostříknout	pro @@střík @@nou @@t
prostříkávat	pro @@střík @@á @@v @@a @@t
prostřílet	pro @@stříl @@e @@t
prosunout	pro @@su @@nou @@t
prosunovat	pro @@sun @@ova @@t
prosvitnout	pro @@svit @@nou @@t
prosvítat	pro @@svít @@a @@t
prosvítit	pro @@svít @@i @@t
prosvítávat	pro @@svít @@á @@v @@a @@t
prosychat	pro @@sych @@a @@t
prosypat	pro @@syp @@a @@t
prosypávat	pro @@syp @@á @@v @@a @@t
prosáknout	pro @@sák @@nou @@t
prosázet	pro @@sáz @@e @@t
prosévat	pro @@sé @@v @@a @@t
prosí	pros @@í
prosím	pros @@í @@m
prosít	pro @@sí @@t
prosívat	pro @@sí @@v @@a @@t
prosířit	pro @@síř @@i @@t
prosýpat	pro @@sýp @@a @@t
prosředků	pro @@sřed @@k @@ů
protagorova	protagor @@ov @@a
protagorovy	protagor @@ov @@y
protahovat	pro @@tah @@ova @@t
protancovat	pro @@tanc @@ova @@t
protasov	protasov
protein	protein
protekci	pro @@tek @@c @@i
protektorovat	pro @@tekt @@or @@ova @@t
proteplit	pro @@tep @@l @@i @@t
protest	pro @@test
protestantského	pro @@test @@ant @@sk @@ého
protestantském	pro @@test @@ant @@sk @@ém
protestní	pro @@test @@n @@í
protestoval	pro @@test @@ova @@l
protestovat	pro @@test @@ova @@t
protežovat	protež @@ova @@t
protiabcházský	proti @@abcház @@sk @@ý
protibushovský	proti @@bush @@ovsk @@ý
protiklad	proti @@klad
protikongresový	proti @@kongres @@ov @@ý
protikrálovsky	proti @@král @@ovsk @@y
protilehlých	proti @@leh @@l @@ých
protipožární	proti @@po @@žár @@n @@í
protisknout	pro @@tisk @@nou @@t
protismysl	proti @@s @@mysl
protispis	proti @@s @@pis
protistresové	proti @@stres @@ov @@é
protistresovým	proti @@stres @@ov @@ým
protitržním	proti @@trž @@n @@ím
protivami	protiv @@ami
protivnou	protiv @@n @@ou
protivník	protiv @@n @@ík
protivy	protiv @@y
protiví	protiv @@í
protivě	protiv @@ě
protkané	pro @@tk @@a @@n @@é
protkat	pro @@tk @@a @@t
protkávat	pro @@tk @@á @@v @@a @@t
protlachat	pro @@tlach @@a @@t
protlačit	pro @@tlač @@i @@t
protlačovat	pro @@tlač @@ova @@t
protlouci	pro @@tlouc @@i
protloukat	pro @@tlouk @@a @@t
protnout	pro @@t @@nou @@t
proto	pro @@t @@o
protokol	protokol
protokolovat	proto @@kol @@ova @@t
protočit	pro @@toč @@i @@t
protože	pro @@t @@o @@že
protrpět	pro @@trp @@ě @@t
protáhlo	pro @@táh @@l @@o
protáhnout	pro @@táh @@nou @@t
protáčet	pro @@táč @@e @@t
protéci	pro @@téc @@i
protínat	pro @@tín @@a @@t
protíral	pro @@tír @@a @@l
protýkat	pro @@týk @@a @@t
protřást	pro @@třás @@t
protřít	pro @@tř @@í @@t
proud	proud
proudem	proud @@em
proudový	proud @@ov @@ý
proutkařit	prout @@k @@ař @@i @@t
prouzovi	prouz @@ovi
proužek	prouž @@ek
proužkem	prouž @@k @@em
proužkovat	prouž @@k @@ova @@t
provalchovat	pro @@valch @@ova @@t
provalovat	pro @@val @@ova @@t
provanout	pro @@va @@nou @@t
provaz	pro @@vaz
provazníka	pro @@vaz @@ník @@a
provazy	pro @@vaz @@y
provdat	pro @@vd @@a @@t
provedeno	pro @@ved @@en @@o
provedení	pro @@ved @@en @@í
